Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
ShareX.HelpersLib.ImageViewer.InitializeComponent();24.0;1.0;0;0.0;0.0;1;10;3.0;3.0
ShareX.HelpersLib.MyListView.MyListView();11.0;1.0;0;0.0;0.0;15;4;4.0;76.0
ShareX.HelpersLib.MyListView.FillColumn(Int32);12.0;10.0;1;9.0;3.0;2;0;1.0;673.0
ShareX.HelpersLib.MyListView.FillLastColumn();1.0;1.0;0;0.0;0.0;5;1;1.0;46.0
ShareX.HelpersLib.MyListView.Select(Int32);2.0;4.0;1;1.0;2.0;0;1;1.0;0.0
ShareX.HelpersLib.MyListView.SelectLast();2.0;2.0;0;1.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.MyListView.OnKeyDown(KeyEventArgs);7.0;5.0;1;4.0;3.0;0;0;1.0;22.0
ShareX.HelpersLib.MyListView.WndProc(Message);13.0;17.0;1;10.0;6.0;0;5;4.0;115286.0
ShareX.HelpersLib.MyListView.OnItemDrag(ItemDragEventArgs);3.0;4.0;1;1.0;2.0;0;1;3.0;0.0
ShareX.HelpersLib.MyListView.OnDragOver(DragEventArgs);12.0;5.0;1;5.0;2.0;0;0;4.0;0.0
ShareX.HelpersLib.MyListView.OnDragDrop(DragEventArgs);14.0;6.0;1;7.0;3.0;0;1;4.0;0.0
ShareX.HelpersLib.MyListView.OnItemMoved(Int32,Int32);2.0;2.0;2;1.0;1.0;1;1;1.0;0.0
ShareX.HelpersLib.MyListView.OnDragLeave(EventArgs);3.0;1.0;1;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.MyListView.OnColumnClick(ColumnClickEventArgs);12.0;4.0;1;3.0;3.0;0;6;2.0;0.0
ShareX.HelpersLib.MyListView.DrawInsertionLine(Int32,Int32,Int32);6.0;1.0;3;3.0;2.0;1;0;3.0;0.0
ShareX.HelpersLib.Extensions.ForEach<T>(IEnumerable<T>,Action<T>);9.0;4.0;2;4.0;2.0;8;0;1.0;312.0
ShareX.HelpersLib.Extensions.Zip<TFirst,TSecond,TResult>(IEnumerable<TFirst>,IEnumerable<TSecond>,Func<TFirst,TSecond,TResult>);4.0;3.0;3;0.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Extensions.GetBytes(Image);3.0;1.0;1;2.0;2.0;0;0;1.0;0.0
ShareX.HelpersLib.Extensions.GetStream(Image);3.0;1.0;1;2.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.Extensions.GetCodecInfo(ImageFormat);2.0;2.0;1;1.0;1.0;2;0;1.0;2.0
ShareX.HelpersLib.Extensions.GetMimeType(ImageFormat);4.0;2.0;1;3.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.IsValidIndex<T>(T[],Int32);1.0;3.0;2;1.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Extensions.IsValidIndex<T>(List<T>,Int32);1.0;3.0;2;1.0;2.0;27;0;1.0;5386.0
ShareX.HelpersLib.Extensions.ReturnIfValidIndex<T>(T[],Int32);3.0;2.0;2;3.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.ReturnIfValidIndex<T>(List<T>,Int32);3.0;2.0;2;3.0;1.0;12;1;1.0;5.0
ShareX.HelpersLib.Extensions.Last<T>(T[],Int32);3.0;2.0;2;3.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Extensions.Last<T>(List<T>,Int32);3.0;2.0;2;3.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Extensions.ToDouble(Version);1.0;1.0;1;1.0;0.0;0;0;2.0;0.0
ShareX.HelpersLib.Extensions.IsValid(Rectangle);1.0;2.0;1;1.0;1.0;7;0;1.0;22550.0
ShareX.HelpersLib.Extensions.Add(Point,Int32);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.Add(Point,Int32,Int32);1.0;1.0;3;1.0;0.0;9;0;1.0;4448.0
ShareX.HelpersLib.Extensions.Add(Point,Point);1.0;1.0;2;1.0;0.0;5;0;1.0;1491774.0
ShareX.HelpersLib.Extensions.Offset(Size,Int32);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.Offset(Size,Int32,Int32);1.0;1.0;3;1.0;0.0;2;0;2.0;3.0
ShareX.HelpersLib.Extensions.Offset(Rectangle,Int32);1.0;1.0;2;1.0;0.0;13;0;2.0;492406.0
ShareX.HelpersLib.Extensions.LocationOffset(Rectangle,Int32,Int32);1.0;1.0;3;1.0;0.0;7;0;2.0;214556.0
ShareX.HelpersLib.Extensions.LocationOffset(Rectangle,Point);1.0;1.0;2;1.0;0.0;6;1;1.0;214478.0
ShareX.HelpersLib.Extensions.LocationOffset(Rectangle,Int32);1.0;1.0;2;1.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.Extensions.SizeOffset(Rectangle,Int32,Int32);1.0;1.0;3;1.0;0.0;2;0;1.0;468234.0
ShareX.HelpersLib.Extensions.SizeOffset(Rectangle,Int32);1.0;1.0;2;1.0;0.0;5;1;2.0;0.0
ShareX.HelpersLib.Extensions.Join<T>(T[],String);10.0;5.0;2;7.0;3.0;3;0;1.0;3.0
ShareX.HelpersLib.Extensions.BeginUpdate(RichTextBox);1.0;1.0;1;0.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.EndUpdate(RichTextBox);2.0;1.0;1;0.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Extensions.AddContextMenu(RichTextBox);15.0;5.0;1;5.0;1.0;3;3;2.0;14.0
ShareX.HelpersLib.Extensions.SaveJPG(Image,Stream,Int32);4.0;1.0;3;1.0;0.0;2;2;1.0;2.0
ShareX.HelpersLib.Extensions.SaveJPG(Image,String,Int32);2.0;1.0;3;1.0;2.0;2;1;2.0;2.0
ShareX.HelpersLib.Extensions.SaveGIF(Image,Stream,GIFQuality);11.0;6.0;3;5.0;2.0;2;3;1.0;0.0
ShareX.HelpersLib.Extensions.ToUnix(DateTime);1.0;1.0;1;1.0;0.0;1;1;2.0;0.0
ShareX.HelpersLib.Extensions.AppendTextToSelection(TextBox,String);4.0;2.0;2;2.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Extensions.RadioCheck(ToolStripMenuItem);6.0;2.0;1;3.0;2.0;14;0;3.0;48.0
ShareX.HelpersLib.Extensions.RadioCheck(ToolStripButton);8.0;3.0;1;4.0;2.0;2;0;1.0;302.0
ShareX.HelpersLib.Extensions.InvokeSafe(Control,Action);4.0;4.0;2;2.0;2.0;15;0;1.0;97.0
ShareX.HelpersLib.Extensions.ForceActivate(Form);6.0;3.0;1;2.0;1.0;46;0;2.0;100.0
ShareX.HelpersLib.Extensions.WeekOfYear(DateTime);1.0;1.0;1;1.0;0.0;1;0;1.0;4.0
ShareX.HelpersLib.Extensions.ToIcon(Bitmap);2.0;1.0;1;2.0;0.0;2;0;1.0;0.0
ShareX.HelpersLib.Extensions.DisposeHandle(Icon);2.0;2.0;1;1.0;1.0;1;1;1.0;9.0
ShareX.HelpersLib.Extensions.ApplyDefaultPropertyValues(Object);7.0;3.0;1;5.0;2.0;36;0;1.0;381.0
ShareX.HelpersLib.Extensions.MoveUp(ListViewItem);11.0;3.0;1;4.0;2.0;1;0;1.0;1.0
ShareX.HelpersLib.Extensions.MoveDown(ListViewItem);11.0;3.0;1;4.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Extensions.CreateEmptyBitmap(Image,Int32,Int32,PixelFormat);3.0;1.0;4;2.0;0.0;14;0;2.0;65.0
ShareX.HelpersLib.Extensions.CreateEmptyBitmap(Image,PixelFormat);1.0;1.0;2;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Extensions.GetDescription(Type);2.0;2.0;1;2.0;1.0;2;0;2.0;82.0
ShareX.HelpersLib.Extensions.TakeLast<T>(IEnumerable<T>,Int32);1.0;1.0;2;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.Extensions.Check(ToolStripMenuItem);7.0;6.0;1;6.0;4.0;6;0;2.0;4.0
ShareX.HelpersLib.Extensions.Normalize(Version);1.0;1.0;1;1.0;0.0;2;0;1.0;14.0
ShareX.HelpersLib.Extensions.Move<T>(List<T>,Int32,Int32);3.0;1.0;3;1.0;0.0;10;0;1.0;0.0
ShareX.HelpersLib.Extensions.SetWatermark(TextBox,String,Boolean);2.0;5.0;3;1.0;2.0;3;1;2.0;34.0
ShareX.HelpersLib.Extensions.HideImageMargin(ToolStripDropDownItem);1.0;1.0;1;0.0;0.0;4;0;1.0;248.0
ShareX.HelpersLib.Extensions.SetValue(NumericUpDown,Decimal);1.0;1.0;2;0.0;0.0;21;1;1.0;3535.0
ShareX.HelpersLib.Extensions.IsValidImage(PictureBox);1.0;3.0;1;1.0;2.0;1;0;1.0;375.0
ShareX.HelpersLib.Extensions.IgnoreSeparatorClick(ContextMenuStrip);6.0;5.0;1;0.0;1.0;1;0;1.0;4.0
ShareX.HelpersLib.Extensions.Combine(IEnumerable<Rectangle>);9.0;3.0;1;5.0;2.0;2;0;1.0;2.0
ShareX.HelpersLib.Extensions.AddPoint(Rectangle,Point);1.0;1.0;2;1.0;0.0;1;0;1.0;3287.0
ShareX.HelpersLib.Extensions.CreateRectangle(IEnumerable<Point>);9.0;3.0;1;5.0;2.0;3;1;1.0;500.0
ShareX.HelpersLib.Extensions.Center(Rectangle);1.0;1.0;1;1.0;0.0;1;0;1.0;29768.0
ShareX.HelpersLib.Extensions.RefreshItems(ComboBox);1.0;1.0;1;0.0;0.0;3;0;1.0;0.0
ShareX.HelpersLib.Extensions.RefreshSelectedItem(ListBox);3.0;2.0;1;2.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Extensions.ShowError(Exception,Boolean);2.0;2.0;2;1.0;1.0;57;1;2.0;0.0
ShareX.HelpersLib.FastDateTime.FastDateTime();1.0;1.0;0;0.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.FastDateTime.ToLocalTime(DateTime);1.0;1.0;1;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetFilenameExtension(String);5.0;3.0;1;4.0;2.0;4;0;3.0;158.0
ShareX.HelpersLib.Helpers.GetFilenameSafe(String);7.0;4.0;1;5.0;2.0;2;0;1.0;33.0
ShareX.HelpersLib.Helpers.ChangeFilenameExtension(String,String);10.0;5.0;2;5.0;3.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.RenameFile(String,String);8.0;3.0;2;5.0;2.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.AppendExtension(String,String);1.0;1.0;2;1.0;0.0;2;0;1.0;1.0
ShareX.HelpersLib.Helpers.CheckExtension(String,IEnumerable<String>);5.0;3.0;2;2.0;1.0;4;1;2.0;157.0
ShareX.HelpersLib.Helpers.IsImageFile(String);1.0;1.0;1;1.0;0.0;10;1;3.0;0.0
ShareX.HelpersLib.Helpers.IsTextFile(String);1.0;1.0;1;1.0;0.0;3;1;3.0;0.0
ShareX.HelpersLib.Helpers.IsVideoFile(String);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.FindDataType(String);5.0;3.0;1;3.0;1.0;0;2;1.0;0.0
ShareX.HelpersLib.Helpers.AddZeroes(String,Int32);1.0;1.0;2;1.0;0.0;2;0;1.0;0.0
ShareX.HelpersLib.Helpers.AddZeroes(Int32,Int32);1.0;1.0;2;1.0;0.0;2;1;2.0;0.0
ShareX.HelpersLib.Helpers.HourTo12(Int32);5.0;3.0;1;4.0;1.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetRandomChar(String);1.0;1.0;1;1.0;0.0;3;1;3.0;230.0
ShareX.HelpersLib.Helpers.GetRandomString(String,Int32);4.0;2.0;2;3.0;1.0;2;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetRandomNumber(Int32);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetRandomAlphanumeric(Int32);1.0;1.0;1;1.0;0.0;4;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetRandomKey(Int32,Int32,Char);2.0;3.0;3;1.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetAllCharacters();2.0;2.0;0;1.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.GetValidFileName(String,String);7.0;4.0;2;2.0;1.0;3;1;2.0;63.0
ShareX.HelpersLib.Helpers.GetValidFolderPath(String);3.0;2.0;1;1.0;1.0;2;0;1.0;61.0
ShareX.HelpersLib.Helpers.GetValidFilePath(String);3.0;1.0;1;4.0;0.0;1;2;1.0;0.0
ShareX.HelpersLib.Helpers.GetValidURL(String,Boolean);3.0;2.0;2;2.0;1.0;1;0;3.0;0.0
ShareX.HelpersLib.Helpers.GetXMLValue(String,String);1.0;1.0;2;1.0;0.0;3;0;2.0;0.0
ShareX.HelpersLib.Helpers.GetMimeType(String);12.0;7.0;1;9.0;5.0;7;1;3.0;7.0
ShareX.HelpersLib.Helpers.GetEnums<T>();1.0;1.0;0;1.0;0.0;18;0;2.0;683.0
ShareX.HelpersLib.Helpers.GetEnumDescriptions<T>();2.0;2.0;0;1.0;1.0;4;1;1.0;11.0
ShareX.HelpersLib.Helpers.GetLocalizedEnumDescriptions<T>();1.0;1.0;0;1.0;0.0;13;2;1.0;0.0
ShareX.HelpersLib.Helpers.GetLocalizedEnumDescriptions<T>(ResourceManager);2.0;2.0;1;1.0;1.0;1;1;3.0;137.0
ShareX.HelpersLib.Helpers.GetEnumLength<T>();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.GetEnumFromIndex<T>(Int32);1.0;1.0;1;1.0;0.0;2;1;2.0;0.0
ShareX.HelpersLib.Helpers.GetEnumNamesProper<T>();7.0;2.0;0;5.0;1.0;2;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetValueFields<T>();9.0;4.0;0;6.0;2.0;2;0;3.0;49.0
ShareX.HelpersLib.Helpers.GetProperName(String);10.0;4.0;1;6.0;2.0;1;0;2.0;0.0
ShareX.HelpersLib.Helpers.OpenFile(String);7.0;4.0;1;3.0;2.0;3;2;3.0;0.0
ShareX.HelpersLib.Helpers.OpenFolder(String);9.0;5.0;1;4.0;2.0;5;2;17.0;9.0
ShareX.HelpersLib.Helpers.OpenFolderWithFile(String);7.0;4.0;1;3.0;2.0;6;3;4.0;2.0
ShareX.HelpersLib.Helpers.CompareVersion(String,String);1.0;1.0;2;1.0;0.0;2;1;1.0;3.0
ShareX.HelpersLib.Helpers.CompareVersion(Version,Version);1.0;1.0;2;1.0;0.0;1;1;4.0;4.0
ShareX.HelpersLib.Helpers.CompareApplicationVersion(String);1.0;1.0;1;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.NormalizeVersion(String);1.0;1.0;1;1.0;0.0;1;1;2.0;0.0
ShareX.HelpersLib.Helpers.IsWindowsXP();1.0;2.0;0;1.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindowsXPOrGreater();1.0;3.0;0;1.0;2.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindowsVista();1.0;1.0;0;1.0;0.0;3;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindowsVistaOrGreater();1.0;1.0;0;1.0;0.0;2;0;1.0;3251.0
ShareX.HelpersLib.Helpers.IsWindows7();1.0;2.0;0;1.0;1.0;3;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindows7OrGreater();1.0;3.0;0;1.0;2.0;1;0;1.0;92.0
ShareX.HelpersLib.Helpers.IsWindows8();1.0;2.0;0;1.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindows8OrGreater();1.0;3.0;0;1.0;2.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsWindows10OrGreater();1.0;1.0;0;1.0;0.0;1;0;1.0;1107.0
ShareX.HelpersLib.Helpers.IsDefaultInstallDir();2.0;1.0;0;2.0;0.0;1;0;2.0;0.0
ShareX.HelpersLib.Helpers.IsValidIPAddress(String);4.0;2.0;1;3.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.GetUniqueFilePath(String);13.0;4.0;1;9.0;3.0;2;0;1.0;0.0
ShareX.HelpersLib.Helpers.ProperTimeSpan(TimeSpan);5.0;2.0;1;4.0;1.0;1;0;1.0;10.0
ShareX.HelpersLib.Helpers.Clone(Object);5.0;1.0;1;3.0;2.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.PlaySoundAsync(Stream);5.0;3.0;1;1.0;1.0;3;1;4.0;48.0
ShareX.HelpersLib.Helpers.PlaySoundAsync(String);4.0;4.0;1;1.0;1.0;3;1;1.0;0.0
ShareX.HelpersLib.Helpers.BrowseFile(TextBox,String,Boolean);1.0;1.0;3;1.0;0.0;2;2;1.0;1.0
ShareX.HelpersLib.Helpers.BrowseFile(String,TextBox,String,Boolean);13.0;7.0;4;7.0;3.0;4;1;2.0;1.0
ShareX.HelpersLib.Helpers.BrowseFolder(TextBox,String,Boolean);1.0;1.0;3;1.0;0.0;3;2;1.0;2.0
ShareX.HelpersLib.Helpers.BrowseFolder(String,TextBox,String,Boolean);11.0;6.0;4;6.0;3.0;3;6;4.0;5.0
ShareX.HelpersLib.Helpers.GetVariableFolderPath(String);6.0;4.0;1;3.0;2.0;6;4;4.0;68.0
ShareX.HelpersLib.Helpers.ExpandFolderVariables(String);7.0;4.0;1;3.0;2.0;14;4;5.0;226.0
ShareX.HelpersLib.Helpers.WaitWhile(Func<Boolean>,Int32,Int32);6.0;4.0;3;4.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.WaitWhileAsync(Func<Boolean>,Int32,Int32,Action,Int32);7.0;5.0;5;0.0;1.0;1;2;4.0;0.0
ShareX.HelpersLib.Helpers.IsFileLocked(String);4.0;2.0;1;2.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.GetFileSize(String);3.0;2.0;1;1.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.CreateDirectoryFromDirectoryPath(String);5.0;4.0;1;2.0;3.0;3;2;3.0;174.0
ShareX.HelpersLib.Helpers.CreateDirectoryFromFilePath(String);2.0;2.0;1;1.0;1.0;20;1;1.0;174.0
ShareX.HelpersLib.Helpers.BackupFileMonthly(String,String);8.0;4.0;2;6.0;2.0;0;1;2.0;0.0
ShareX.HelpersLib.Helpers.BackupFileWeekly(String,String);9.0;4.0;2;7.0;2.0;1;2;2.0;4.0
ShareX.HelpersLib.Helpers.GetUniqueID();1.0;1.0;0;2.0;0.0;1;0;1.0;10.0
ShareX.HelpersLib.Helpers.GetPosition(ContentAlignment,Point,Size,Size);14.0;11.0;4;7.0;6.0;4;0;2.0;23.0
ShareX.HelpersLib.Helpers.MeasureText(String,Font);2.0;1.0;2;3.0;2.0;3;0;1.0;4.0
ShareX.HelpersLib.Helpers.MeasureText(String,Font,Int32);2.0;1.0;3;3.0;2.0;1;0;1.0;1.0
ShareX.HelpersLib.Helpers.SendPing(String);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.SendPing(String,Int32);11.0;3.0;2;8.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.DownloadString(String);10.0;3.0;1;4.0;3.0;1;3;3.0;1.0
ShareX.HelpersLib.Helpers.SetDefaultUICulture(CultureInfo);6.0;3.0;1;1.0;2.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.GetAbsolutePath(String);4.0;2.0;1;2.0;1.0;13;1;4.0;30.0
ShareX.HelpersLib.Helpers.GetTempPath(String);2.0;1.0;1;2.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.IsAdministrator();1.0;1.0;0;1.0;0.0;1;0;1.0;1.0
ShareX.HelpersLib.Helpers.RepeatGenerator(Int32,Func<String>);6.0;2.0;2;4.0;1.0;1;0;1.0;23.0
ShareX.HelpersLib.Helpers.UnixToDateTime(Int64);2.0;1.0;1;3.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.DateTimeToUnix(DateTime);3.0;1.0;1;4.0;0.0;1;0;1.0;148.0
ShareX.HelpersLib.Helpers.IsRunning(String);5.0;2.0;1;2.0;2.0;0;0;1.0;0.0
ShareX.HelpersLib.Helpers.CopyAll(String,String);3.0;1.0;2;2.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.CopyAll(DirectoryInfo,DirectoryInfo);13.0;4.0;2;8.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.ByteArrayToStructure<T>(Byte[]);3.0;1.0;1;2.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.ParseJSON(String,String);1.0;1.0;2;1.0;0.0;2;0;1.0;0.0
ShareX.HelpersLib.Helpers.GetInstances<T>();4.0;5.0;0;2.0;1.0;1;0;1.0;10.0
ShareX.HelpersLib.Helpers.GetWindowsProductName();7.0;4.0;0;5.0;3.0;1;0;1.0;2.0
ShareX.HelpersLib.Helpers.CreateCursor(Byte[]);2.0;1.0;1;2.0;2.0;5;0;1.0;42.0
ShareX.HelpersLib.Helpers.EscapeCLIText(String);1.0;1.0;1;1.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.BytesToHex(Byte[]);7.0;2.0;1;5.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeSHA256(Byte[]);2.0;1.0;1;2.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeSHA256(String);1.0;1.0;1;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeHMACSHA256(Byte[],Byte[]);2.0;1.0;2;2.0;2.0;3;0;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeHMACSHA256(String,String);1.0;1.0;2;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeHMACSHA256(Byte[],String);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Helpers.ComputeHMACSHA256(String,Byte[]);1.0;1.0;2;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.Helpers.CreateEmptyFile(String);1.0;1.0;1;0.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.Helpers.SafeStringFormat(String,Object[]);1.0;1.0;2;1.0;0.0;3;1;1.0;0.0
ShareX.HelpersLib.Helpers.SafeStringFormat(IFormatProvider,String,Object[]);6.0;3.0;3;3.0;2.0;3;1;1.0;2.0
ShareX.HelpersLib.Helpers.Helpers();5.0;1.0;0;0.0;0.0;0;0;1.0;2.0
ShareX.HelpersLib.Logger.Logger();9.0;1.0;0;0.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.Logger.Logger(String);12.0;1.0;1;0.0;0.0;2;4;4.0;2.0
ShareX.HelpersLib.Logger.OnMessageAdded(String);2.0;2.0;1;1.0;1.0;1;1;1.0;507.0
ShareX.HelpersLib.Logger.ProcessMessageQueue();11.0;8.0;0;8.0;3.0;1;5;7.0;507.0
ShareX.HelpersLib.Logger.Write(String);7.0;4.0;1;2.0;2.0;2;4;5.0;507.0
ShareX.HelpersLib.Logger.Write(String,Object[]);1.0;1.0;2;0.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Logger.WriteLine(String);1.0;1.0;1;0.0;0.0;4;1;1.0;492.0
ShareX.HelpersLib.Logger.WriteLine(String,Object[]);1.0;1.0;2;0.0;0.0;0;1;3.0;0.0
ShareX.HelpersLib.Logger.WriteException(String,String);1.0;1.0;2;0.0;0.0;2;1;2.0;1.0
ShareX.HelpersLib.Logger.WriteException(Exception,String);1.0;1.0;2;0.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.Logger.Clear();3.0;2.0;0;3.0;2.0;0;0;2.0;0.0
ShareX.HelpersLib.Logger.ToString();4.0;3.0;0;4.0;3.0;0;0;1.0;3.0
ShareX.HelpersLib.NameParser.NameParser();1.0;1.0;0;0.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.NameParser.NameParser(NameParserType);2.0;1.0;1;0.0;0.0;4;1;1.0;0.0
ShareX.HelpersLib.NameParser.Parse(NameParserType,String);1.0;1.0;2;1.0;0.0;9;2;1.0;0.0
ShareX.HelpersLib.NameParser.Parse(String);139.0;55.0;1;48.0;8.0;5;25;6.0;148.0
ShareX.HelpersLib.NameParser.ListEntryWithArguments(String,String,Int32);8.0;3.0;3;0.0;1.0;1;1;1.0;592.0
ShareX.HelpersLib.NameParser.ListEntryWithValues(String,String,Int32);12.0;4.0;3;0.0;1.0;2;1;1.0;592.0
ShareX.HelpersLib.NameParser.ListEntryWithValue(String,String);5.0;2.0;2;0.0;1.0;1;1;2.0;592.0
ShareX.HelpersLib.StreamExtensions.CopyStreamTo(Stream,Stream,Int32);5.0;3.0;3;4.0;1.0;4;0;1.0;27.0
ShareX.HelpersLib.StreamExtensions.CopyStreamTo(Stream,Stream,Int32,Int32,Int32);12.0;4.0;5;8.0;2.0;2;0;1.0;0.0
ShareX.HelpersLib.StreamExtensions.CopyStreamTo64(FileStream,Stream,Int64,Int32,Int32);12.0;4.0;5;8.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.StreamExtensions.WriteToFile(Stream,String);6.0;3.0;2;3.0;3.0;1;2;2.0;27.0
ShareX.HelpersLib.StreamExtensions.GetBytes(Stream);3.0;1.0;1;2.0;2.0;0;1;1.0;0.0
ShareX.HelpersLib.StreamExtensions.GetBytes(Stream,Int32,Int32);3.0;1.0;3;2.0;2.0;0;1;1.0;0.0
ShareX.HelpersLib.StreamExtensions.Read<T>(Stream);10.0;3.0;1;7.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.StreamExtensions.Write(FileStream,Byte[]);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.Contains(String,String,StringComparison);1.0;1.0;3;1.0;0.0;2;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.Left(String,Int32);5.0;3.0;2;3.0;1.0;2;0;2.0;72.0
ShareX.HelpersLib.StringExtensions.Right(String,Int32);5.0;3.0;2;3.0;1.0;1;0;2.0;194.0
ShareX.HelpersLib.StringExtensions.RemoveLeft(String,Int32);5.0;3.0;2;3.0;1.0;1;0;2.0;0.0
ShareX.HelpersLib.StringExtensions.RemoveRight(String,Int32);5.0;3.0;2;3.0;1.0;0;0;2.0;0.0
ShareX.HelpersLib.StringExtensions.Between(String,String,String,Boolean,Boolean);12.0;6.0;5;7.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.Repeat(String,Int32);8.0;4.0;2;5.0;2.0;3;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.Replace(String,String,String,StringComparison);13.0;3.0;4;6.0;1.0;4;0;1.0;13826.0
ShareX.HelpersLib.StringExtensions.ReplaceWith(String,String,String,Int32,StringComparison);9.0;5.0;5;6.0;3.0;0;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.ReplaceFirst(String,String,String,String);6.0;2.0;4;3.0;1.0;0;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.ReplaceAll(String,String,Func<String>);6.0;3.0;3;4.0;1.0;1;0;1.0;911.0
ShareX.HelpersLib.StringExtensions.RemoveWhiteSpaces(String);2.0;2.0;1;1.0;1.0;1;0;2.0;0.0
ShareX.HelpersLib.StringExtensions.Reverse(String);3.0;1.0;1;2.0;0.0;0;0;2.0;0.0
ShareX.HelpersLib.StringExtensions.Truncate(String,Int32);3.0;3.0;2;2.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.StringExtensions.Truncate(String,Int32,String,Boolean);7.0;5.0;4;5.0;3.0;2;2;2.0;825.0
