Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.UploadersLib.JiraUpload.JiraUpload(String,GetSummaryHandler);ShareX.UploadersLib.JiraUpload.JiraUpload(String,GetSummaryHandler);3
ShareX.UploadersLib.JiraUpload.JiraUpload_Load(Object,EventArgs);ShareX.UploadersLib.JiraUpload.JiraUpload_Load(Object,EventArgs);1
ShareX.UploadersLib.JiraUpload.textBox1_TextChanged(Object,EventArgs);ShareX.UploadersLib.JiraUpload.textBox1_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.JiraUpload.btnSend_Click(Object,EventArgs);ShareX.UploadersLib.JiraUpload.btnSend_Click(Object,EventArgs);0
ShareX.UploadersLib.JiraUpload.ValidateIssueId(String);ShareX.UploadersLib.JiraUpload.ValidateIssueId(String);3
ShareX.UploadersLib.JiraUpload.btnCancel_Click(Object,EventArgs);ShareX.UploadersLib.JiraUpload.btnCancel_Click(Object,EventArgs);0
ShareX.UploadersLib.JiraUpload.UpdateSummaryAsync(Task<String>);ShareX.UploadersLib.JiraUpload.UpdateSummaryAsync(Task<String>);1
ShareX.UploadersLib.JiraUpload.UpdateSummary(String);ShareX.UploadersLib.JiraUpload.UpdateSummary(String);0
ShareX.UploadersLib.ResponseForm.Dispose(Boolean);ShareX.UploadersLib.ResponseForm.Dispose(Boolean);0
ShareX.UploadersLib.ResponseForm.InitializeComponent();ShareX.UploadersLib.ResponseForm.InitializeComponent();3
ShareX.UploadersLib.ResponseForm.ResponseForm(String);ShareX.UploadersLib.ResponseForm.ResponseForm(String);2
ShareX.UploadersLib.ResponseForm.tcResponse_Selecting(Object,TabControlCancelEventArgs);ShareX.UploadersLib.ResponseForm.tcResponse_Selecting(Object,TabControlCancelEventArgs);0
ShareX.UploadersLib.ResponseForm.ResponseForm_Resize(Object,EventArgs);ShareX.UploadersLib.ResponseForm.ResponseForm_Resize(Object,EventArgs);0
ShareX.UploadersLib.TwitterTweetForm.Dispose(Boolean);ShareX.UploadersLib.TwitterTweetForm.Dispose(Boolean);0
ShareX.UploadersLib.TwitterTweetForm.InitializeComponent();ShareX.UploadersLib.TwitterTweetForm.InitializeComponent();1
ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm(OAuthInfo);ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm(OAuthInfo);0
ShareX.UploadersLib.TwitterTweetForm.btnCancel_Click(Object,EventArgs);ShareX.UploadersLib.TwitterTweetForm.btnCancel_Click(Object,EventArgs);0
ShareX.UploadersLib.TwitterTweetForm.txtTweet_TextChanged(Object,EventArgs);ShareX.UploadersLib.TwitterTweetForm.txtTweet_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.TwitterTweetForm.UpdateLength();ShareX.UploadersLib.TwitterTweetForm.UpdateLength();0
ShareX.UploadersLib.TwitterTweetForm.TwitterMsg_Shown(Object,EventArgs);ShareX.UploadersLib.TwitterTweetForm.TwitterMsg_Shown(Object,EventArgs);0
ShareX.UploadersLib.TwitterTweetForm.SendTweet();ShareX.UploadersLib.TwitterTweetForm.SendTweet();0
ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm();ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm();2
ShareX.UploadersLib.TwitterTweetForm.OK();ShareX.UploadersLib.TwitterTweetForm.OK();0
ShareX.UploadersLib.TwitterTweetForm.txtTweet_KeyDown(Object,KeyEventArgs);ShareX.UploadersLib.TwitterTweetForm.txtTweet_KeyDown(Object,KeyEventArgs);0
ShareX.UploadersLib.TwitterTweetForm.btnOK_Click(Object,EventArgs);ShareX.UploadersLib.TwitterTweetForm.btnOK_Click(Object,EventArgs);0
ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm(OAuthInfo,String);ShareX.UploadersLib.TwitterTweetForm.TwitterTweetForm(OAuthInfo,String);0
ShareX.UploadersLib.TwitterTweetForm.if();ShareX.UploadersLib.TwitterTweetForm.if();0
ShareX.UploadersLib.UploadersConfigForm.Dispose(Boolean);ShareX.UploadersLib.UploadersConfigForm.Dispose(Boolean);0
ShareX.UploadersLib.UploadersConfigForm.InitializeComponent();ShareX.UploadersLib.UploadersConfigForm.InitializeComponent();7650
ShareX.UploadersLib.UploadersConfigForm.lbTwitterAccounts_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.lbTwitterAccounts_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.UploadersConfigForm_Resize(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.UploadersConfigForm_Resize(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtImageShackPassword_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtImageShackPassword_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtImageShackUsername_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtImageShackUsername_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbImageShackIsPublic_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbImageShackIsPublic_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnImageShackOpenPublicProfile_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnImageShackOpenPublicProfile_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnImageShackOpenMyImages_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnImageShackOpenMyImages_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.atcImgurAccountType_AccountTypeChanged(AccountType);ShareX.UploadersLib.UploadersConfigForm.atcImgurAccountType_AccountTypeChanged(AccountType);0
ShareX.UploadersLib.UploadersConfigForm.cbImgurThumbnailType_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbImgurThumbnailType_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbImgurUploadSelectedAlbum_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbImgurUploadSelectedAlbum_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnImgurRefreshAlbumList_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnImgurRefreshAlbumList_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.lvImgurAlbumList_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.lvImgurAlbumList_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_OpenButtonClicked();2
ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_CompleteButtonClicked(String);1
ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_RefreshButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Imgur_RefreshButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAuthOpen_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAuthOpen_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAuthComplete_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAuthComplete_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketCreateAlbum_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketCreateAlbum_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cboPhotobucketAlbumPaths_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cboPhotobucketAlbumPaths_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAddAlbum_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketAddAlbum_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketRemoveAlbum_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPhotobucketRemoveAlbum_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_OpenButtonClicked();2
ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_CompleteButtonClicked(String);6
ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_RefreshButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Picasa_RefreshButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.txtPicasaAlbumID_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtPicasaAlbumID_TextChanged(Object,EventArgs);1
ShareX.UploadersLib.UploadersConfigForm.btnPicasaRefreshAlbumList_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPicasaRefreshAlbumList_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.lvPicasaAlbumList_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.lvPicasaAlbumList_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauthFlickr_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauthFlickr_OpenButtonClicked();0
ShareX.UploadersLib.UploadersConfigForm.oauthFlickr_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauthFlickr_CompleteButtonClicked(String);0
ShareX.UploadersLib.UploadersConfigForm.oauth2Dropbox_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Dropbox_OpenButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.oauth2Dropbox_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2Dropbox_CompleteButtonClicked(String);1
ShareX.UploadersLib.UploadersConfigForm.txtDropboxPath_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtDropboxPath_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbDropboxAutoCreateShareableLink_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbDropboxAutoCreateShareableLink_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbDropboxUseDirectLink_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbDropboxUseDirectLink_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_OpenButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_CompleteButtonClicked(String);1
ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_RefreshButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2GoogleDrive_RefreshButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.oauth2Box_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Box_OpenButtonClicked();0
ShareX.UploadersLib.UploadersConfigForm.oauth2Box_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2Box_CompleteButtonClicked(String);0
ShareX.UploadersLib.UploadersConfigForm.btnBoxRefreshFolders_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnBoxRefreshFolders_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbFTPImage_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbFTPImage_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbFTPText_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbFTPText_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbFTPFile_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbFTPFile_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnFtpClient_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnFtpClient_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.eiFTP_ImportRequested(Object);ShareX.UploadersLib.UploadersConfigForm.eiFTP_ImportRequested(Object);0
ShareX.UploadersLib.UploadersConfigForm.txtSmtpServer_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtSmtpServer_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.nudSmtpPort_ValueChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.nudSmtpPort_ValueChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtEmail_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtEmail_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtPassword_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtPassword_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtEmailAutomaticSendTo_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtEmailAutomaticSendTo_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbRememberLastToEmail_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbRememberLastToEmail_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtDefaultSubject_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtDefaultSubject_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtDefaultBody_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtDefaultBody_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.atcSendSpaceAccountType_AccountTypeChanged(AccountType);ShareX.UploadersLib.UploadersConfigForm.atcSendSpaceAccountType_AccountTypeChanged(AccountType);0
ShareX.UploadersLib.UploadersConfigForm.btnSendSpaceRegister_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnSendSpaceRegister_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtSendSpaceUserName_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtSendSpaceUserName_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtSendSpacePassword_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtSendSpacePassword_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnGe_ttLogin_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnGe_ttLogin_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtLocalhostrEmail_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtLocalhostrEmail_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtLocalhostrPassword_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtLocalhostrPassword_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbLocalhostrDirectURL_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbLocalhostrDirectURL_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtJiraHost_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtJiraHost_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtJiraIssuePrefix_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtJiraIssuePrefix_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oAuthJira_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oAuthJira_OpenButtonClicked();0
ShareX.UploadersLib.UploadersConfigForm.oAuthJira_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oAuthJira_CompleteButtonClicked(String);0
ShareX.UploadersLib.UploadersConfigForm.oAuthJira_RefreshButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oAuthJira_RefreshButtonClicked();0
ShareX.UploadersLib.UploadersConfigForm.MegaConfigureTab(Boolean);ShareX.UploadersLib.UploadersConfigForm.MegaConfigureTab(Boolean);1
ShareX.UploadersLib.UploadersConfigForm.btnMegaLogin_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnMegaLogin_Click(Object,EventArgs);7
ShareX.UploadersLib.UploadersConfigForm.cbMegaFolder_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbMegaFolder_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnMegaRegister_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnMegaRegister_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnMegaRefreshFolders_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnMegaRefreshFolders_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.btnPastebinLogin_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnPastebinLogin_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtPaste_eeUserAPIKey_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtPaste_eeUserAPIKey_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauthTwitter_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauthTwitter_CompleteButtonClicked(String);0
ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderImages_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderImages_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderText_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderText_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderFiles_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cboSharedFolderFiles_SelectedIndexChanged(Object,EventArgs);1
ShareX.UploadersLib.UploadersConfigForm.oAuth2Gist_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oAuth2Gist_CompleteButtonClicked(String);1
ShareX.UploadersLib.UploadersConfigForm.oAuth2Gist_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oAuth2Gist_OpenButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.chkGistPublishPublic_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.chkGistPublishPublic_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.oauth2Bitly_OpenButtonClicked();ShareX.UploadersLib.UploadersConfigForm.oauth2Bitly_OpenButtonClicked();1
ShareX.UploadersLib.UploadersConfigForm.oauth2Bitly_CompleteButtonClicked(String);ShareX.UploadersLib.UploadersConfigForm.oauth2Bitly_CompleteButtonClicked(String);1
ShareX.UploadersLib.UploadersConfigForm.btnImageShackLogin_Click(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.btnImageShackLogin_Click(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtYourlsAPIURL_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtYourlsAPIURL_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtYourlsPassword_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtYourlsPassword_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtYourlsSignature_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtYourlsSignature_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtYourlsUsername_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtYourlsUsername_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.txtUpasteUserKey_TextChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.txtUpasteUserKey_TextChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbUpasteIsPublic_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbUpasteIsPublic_CheckedChanged(Object,EventArgs);0
ShareX.UploadersLib.UploadersConfigForm.cbGoogleDriveIsPublic_CheckedChanged(Object,EventArgs);ShareX.UploadersLib.UploadersConfigForm.cbGoogleDriveIsPublic_CheckedChanged(Object,EventArgs);0
